3.565708979511940657e-01,-3.775350628316439527e-01,3.162176654325694197e-02,-1.389679907912341175e-04,6.957684447365867220e-01,9.396974703363986237e+01
3.595320086395936143e-01,-6.936143611283568378e-01,1.728137688204254424e-02,-1.391474211432917635e-04,7.099299160859657842e-01,8.741850483118848558e+01
3.795886698757756084e-01,-9.536275869096938473e-01,7.451480911268594347e-03,-1.302877262921039135e-04,7.258197994045747503e-01,8.430768263796690576e+01
3.618810951047757851e-01,-1.070753478847387807e+00,1.814504678868850661e-03,-1.130709646797306285e-04,7.431693693599958905e-01,8.428294491849567294e+01
1.082472326835148685e-01,-9.233056235986540905e-01,5.287423277676038709e-05,-8.817919474835329168e-05,7.617099006197294297e-01,8.698995613727841203e+01
4.737097064328926743e-01,-1.481065119136762531e+00,1.849015620912165727e-03,-5.629447493981738695e-05,7.811726678515169553e-01,9.207438075886000206e+01
1.665676875366206289e-01,-1.322938534862658999e+00,6.885354891224375329e-03,-1.809886369627292002e-05,8.012889457228634660e-01,9.918188324775496767e+01
1.025839323985333479e-01,8.106746878917047150e-01,1.484431809164710528e-02,2.572558054021994306e-05,8.217900089013510101e-01,1.079581280684838163e+02
6.477518114215953249e-01,-1.207398383031935918e+00,2.540833127011415948e-02,7.449679932760140894e-05,8.424071320545614139e-01,1.180487796855670553e+02
4.001619940803279873e-01,-1.204422981902936840e+00,3.825982047450000867e-02,1.275327342235771171e-04,8.628715898499903503e-01,1.290995025634765625e+02
7.141818040209883811e-02,7.242968301866268277e-01,5.308121175284914728e-02,1.841513267865418294e-04,8.829146569553949497e-01,1.407559611668282855e+02
1.048688194552515052e-01,1.449803662086221356e+00,6.955493115297188556e-02,2.436705185739590864e-04,9.022676080381888397e-01,1.526638199600466805e+02
1.122525983963936907e-01,-1.563867733306336882e+00,8.736340472302184246e-02,3.054082511445457664e-04,9.206617177661962081e-01,1.644687434078046238e+02
1.780161644082901007e-01,-2.826485039588632731e+00,1.061890585106309154e-01,3.686824660551929781e-04,9.378282608066865755e-01,1.758163959744233011e+02
5.450949581668111665e-02,3.138174521650426207e+00,1.257143185639677530e-01,4.328111048646416151e-04,9.534985118274699190e-01,1.863524421245720930e+02
9.932371662437557147e-02,-1.369038256715100932e+00,1.456216109308878792e-01,4.971121091305647942e-04,9.674037454960522364e-01,1.957225463227218825e+02
2.707723384731988148e-01,-1.281374489676104567e+00,1.655933616592401014e-01,5.609034204106324879e-04,9.792752364799696130e-01,2.035723730333634194e+02
2.080670739960987781e-01,1.544802617794555077e+00,1.853119967972127191e-01,6.235029802635945343e-04,9.888442594469417646e-01,2.095475867211064269e+02
6.448593315667108805e-02,-3.109793077966458874e+00,2.044599423924050585e-01,6.842287302463276495e-04,9.958420890643893131e-01,2.132938518503715670e+02
1.866688062736262393e-02,2.384096474416352418e+00,2.227196244930000346e-01,7.423986119175613428e-04,1.000000000000000000e+00,2.144568328857422159e+02
2.068490623224479227e-02,1.232486875801110049e+00,2.398358850619934646e-01,7.974601260426993337e-04,1.001155582197112759e+00,2.128433837926610863e+02
9.581937116762993811e-02,-2.524298798282806455e+00,2.558032297235431352e-01,8.493790102199240150e-04,9.995716867022720331e-01,2.089051165402869685e+02
2.308520444603237298e-01,-2.006942053874269938e+00,2.706785800168011735e-01,8.982505612546613045e-04,9.956174798377926960e-01,2.032548325987268640e+02
2.885706848543800884e-01,2.727967053740036008e+00,2.845188574809954241e-01,9.441700759525799812e-04,9.896621279260026105e-01,1.965053334380865238e+02
1.670556818418682254e-01,2.434365657835213526e+00,2.973809836553532593e-01,9.872328511193470893e-04,9.820747972892269750e-01,1.892694205284715281e+02
7.691011989308740859e-02,-1.214475892937583179e+00,3.093218800790535905e-01,1.027534183560464874e-03,9.732246542498333985e-01,1.821598953400169023e+02
3.487374223763223813e-01,-1.701067961078461144e+00,3.203984682914254867e-01,1.065169370081944615e-03,9.634808651300711402e-01,1.757895593427655569e+02
4.399237696489237126e-01,-1.699506408118587775e+00,3.306676698316439733e-01,1.100233707489276305e-03,9.532125962523028129e-01,1.707712140068543079e+02
3.532259808155722713e-01,-1.751833461690555094e+00,3.401864062389365340e-01,1.132822492588127748e-03,9.427890139388545032e-01,1.677176608023888207e+02
1.955193702555758084e-01,-1.978433188594317160e+00,3.490115990524946255e-01,1.163031022184043582e-03,9.325792845120957075e-01,1.672417011994705547e+02
1.291774303347456576e-01,-2.700722596176857948e+00,3.571985901572101718e-01,1.190951828846435918e-03,9.229474420746445196e-01,1.699282722664341918e+02
2.168423962983387632e-01,2.866736130031509955e+00,3.647663893863803963e-01,1.216613867704437017e-03,9.141394796780221155e-01,1.757214298309953051e+02
3.304726820443371071e-01,-2.092204705734067804e+00,3.716976745219860434e-01,1.239982516447848612e-03,9.062833493223271253e-01,1.839243484803334638e+02
5.440807199773205483e-01,-1.940592044123385485e+00,3.779735436915251379e-01,1.261020388529712592e-03,8.995018707881264897e-01,1.938123383998363920e+02
3.703802778837920751e-01,-2.510351576899111148e+00,3.835750950224272038e-01,1.279690097402845549e-03,8.939178638560534296e-01,2.046607097747313446e+02
1.988207008567978717e-01,-2.343600344931658697e+00,3.884834266422740323e-01,1.295954256520572999e-03,8.896541483065827371e-01,2.157447727905140482e+02
1.997562155342839652e-01,-2.852844617585756470e+00,3.926796366785300085e-01,1.309775479335827542e-03,8.868335439203041126e-01,2.263398376324581704e+02
2.686766584275580017e-01,-2.391576667458427785e+00,3.961448232587362339e-01,1.321116379301797436e-03,8.855788704777458609e-01,2.357212144860180274e+02
3.499443287430177851e-01,-2.185929644577205622e+00,3.988600845103795756e-01,1.329939569871490309e-03,8.860129477594782532e-01,2.431642135365083845e+02
2.934136005021148463e-01,-3.081992490106681970e+00,4.008065185609656078e-01,1.336207664497977106e-03,8.882585955460547966e-01,2.479441449692907611e+02
4.673580132290493516e-01,-2.115836619980909994e+00,4.019652235379966854e-01,1.339883276634317496e-03,8.924386336180070156e-01,2.493363189697288362e+02
3.010846821788009109e-01,-2.837695373971754975e+00,4.023361023680182558e-01,1.340986122621612040e-03,8.985908608404000741e-01,2.468669579052500467e+02
2.466716420630493956e-01,-3.113707559996484964e+00,4.019942771736771947e-01,1.339764330352895228e-03,9.064129924161488105e-01,2.410659328714718015e+02
2.048154099185589272e-01,-2.335777552322929385e+00,4.010336748766566983e-01,1.336523130609220539e-03,9.155177226326534079e-01,2.327140271460829979e+02
1.629084608216025687e-01,-2.904681487067454437e+00,3.995482223986404069e-01,1.331567754171642101e-03,9.255177457773160477e-01,2.225920240067725899e+02
2.391113383352074517e-01,-2.218710071475608725e+00,3.976318466613205094e-01,1.325203431821243534e-03,9.360257561374918378e-01,2.114807067312777349e+02
2.789709398277702146e-01,-2.343921999843288528e+00,3.953784745863639372e-01,1.317735394339023891e-03,9.466544480006734430e-01,2.001608585971899856e+02
3.094956173920803133e-01,-2.828824337618014884e+00,3.928820330954724827e-01,1.309468872506097800e-03,9.570165156541754481e-01,1.894132628822875404e+02
3.378486467749481359e-01,-2.912896324742693999e+00,3.902364491102963684e-01,1.300709097103409668e-03,9.667246533855278212e-01,1.800187028641287839e+02
3.107429811379123219e-01,3.100318951581368054e+00,3.875356495525634770e-01,1.291761298912160860e-03,9.753915554819684308e-01,1.727579618205583927e+02
3.258455421914211447e-01,3.082407299059347849e+00,3.848725304156265792e-01,1.282927479643541360e-03,9.826416401908133480e-01,1.683814394716797835e+02
3.161243592012690784e-01,3.043122631450425164e+00,3.823162763420609456e-01,1.274435372404619923e-03,9.883689768345279569e-01,1.669407137157599550e+02
2.792846575075551008e-01,2.788917194793887333e+00,3.799123606236185502e-01,1.266438441698191633e-03,9.927372858109095866e-01,1.677885406290420178e+02
2.464263505713282787e-01,2.726199318606285171e+00,3.777052256237147243e-01,1.259086922957166829e-03,9.959220114776151656e-01,1.702472927303216466e+02
2.731817147306579985e-01,-2.838051309764320074e+00,3.757393137058320232e-01,1.252531051614680499e-03,9.980985981921987049e-01,1.736393425383339206e+02
2.383688179172306076e-01,-2.901042144062223826e+00,3.740590672333886091e-01,1.246921063103652739e-03,9.994424903123029225e-01,1.772870625718908855e+02
1.778121080075405203e-01,2.931719516842259399e+00,3.727089285698436671e-01,1.242407192857140474e-03,1.000129132195524129e+00,1.805128253497408082e+02
3.659863702761200766e-01,-2.047144925704699414e+00,3.717333400786305697e-01,1.239139676308114542e-03,1.000333968199476731e+00,1.826390033906868098e+02
4.065119147452061488e-01,2.361557499308538421e+00,3.711767441232009523e-01,1.237268748889606496e-03,1.000232442681765699e+00,1.829879692134868208e+02
3.381431334255458054e-01,2.180722536254235955e+00,3.710835830669997892e-01,1.236944646034625990e-03,1.000000000000000000e+00,1.808820953369140341e+02
2.500157540040023885e-01,2.272202081234650617e+00,3.714973603695846394e-01,1.238314034794149891e-03,9.997828950512356316e-01,1.758465873061417710e+02
5.522274038265684304e-01,2.312456918534710582e+00,3.724578238749572390e-01,1.241509308691002896e-03,9.996106248903176006e-01,1.682179827719809850e+02
2.613976549109547909e-01,2.374228921914183221e+00,3.740037825232449542e-01,1.246659292866020719e-03,9.994834971115349465e-01,1.585356524115385639e+02
4.837000153093694021e-01,2.352524487762559513e+00,3.761740452545642155e-01,1.253892812460003078e-03,9.994018193091793734e-01,1.473389669020157839e+02
5.351660495192670508e-01,2.183513559908662582e+00,3.790074210090347284e-01,1.263338692613759666e-03,9.993658990775422524e-01,1.351672969205865229e+02
4.455374334449132001e-01,1.937940653005924219e+00,3.825427187267591012e-01,1.275125758468043796e-03,9.993760440109143994e-01,1.225600131444785887e+02
